Applicant ID,Division,Gender,Hired
230,C,Female,N
231,B,Male,Y
232,A,Male,N
233,D,Male,N
234,A,Male,N
235,A,Male,Y
236,A,Male,N
237,E,Female,N
238,A,Male,Y
239,D,Female,N
240,D,Female,Y
241,C,Male,Y
242,A,Male,Y
243,D,Male,N
244,D,Male,N
245,D,Female,N
246,E,Female,N
247,B,Male,Y
248,A,Male,N
249,A,Male,N
250,A,Male,N
251,A,Male,Y
252,A,Male,Y
253,E,Female,N
254,B,Male,Y
255,B,Male,Y
256,F,Male,N
257,C,Female,Y
258,E,Female,Y
259,A,Male,Y
260,D,Female,N
261,C,Female,N
262,C,Male,N
263,A,Male,Y
264,A,Male,Y
265,B,Male,Y
266,A,Male,N
267,F,Female,N
268,E,Male,Y
269,F,Male,N
270,D,Female,N
271,A,Male,Y
272,A,Male,Y
273,A,Male,Y
274,F,Male,N
275,C,Female,N
276,A,Male,N
277,E,Female,N
278,B,Female,Y
279,B,Male,N
280,D,Male,N
281,E,Female,N
282,D,Male,N
283,D,Male,N
284,F,Female,N
285,F,Female,Y
286,B,Male,Y
287,D,Male,N
288,D,Male,Y
289,B,Male,Y
290,D,Male,Y
291,E,Female,N
292,F,Male,N
293,A,Male,N
294,A,Male,N
295,C,Female,Y
296,C,Male,N
297,F,Female,N
298,D,Male,Y
299,D,Female,N
300,E,Male,N
301,F,Male,N
302,D,Female,N
303,D,Male,Y
304,A,Male,Y
305,C,Female,N
306,F,Female,N
307,C,Male,Y
308,B,Male,N
309,E,Female,N
310,A,Male,N
311,C,Female,Y
312,A,Male,Y
313,C,Female,Y
314,C,Male,N
315,F,Male,N
316,C,Female,Y
317,E,Male,N
318,C,Male,N
319,D,Male,Y
320,A,Female,N
321,F,Male,N
322,F,Male,N
323,D,Female,N
324,A,Male,N
325,B,Male,N
326,F,Male,N
327,A,Male,N
328,D,Female,Y
329,B,Male,Y
330,D,Female,N
331,B,Male,Y
332,E,Male,N
333,F,Female,N
334,A,Male,Y
335,E,Female,N
336,A,Male,N
337,E,Female,N
338,A,Male,Y
339,C,Female,N
340,F,Female,Y
341,A,Male,Y
342,A,Male,N
343,A,Male,Y
344,A,Male,N
345,C,Female,Y
346,A,Male,N
347,C,Female,Y
348,C,Male,Y
349,A,Male,N
350,D,Male,N
351,D,Male,Y
352,C,Female,N
353,B,Male,Y
354,C,Female,N
355,B,Male,Y
356,B,Male,Y
357,A,Male,Y
358,E,Female,N
359,B,Male,Y
360,C,Male,Y
361,F,Male,N
362,A,Male,Y
363,F,Female,N
364,A,Male,Y
365,D,Female,N
366,D,Male,N
367,D,Female,N
368,E,Male,N
369,A,Male,Y
370,D,Male,N
371,F,Male,N
372,C,Female,Y
373,B,Male,Y
374,D,Female,N
375,B,Male,Y
376,B,Male,N
377,C,Female,Y
378,A,Male,Y
379,C,Male,N
380,C,Male,N
381,D,Male,Y
382,B,Male,Y
383,E,Male,N
384,D,Male,Y
385,A,Male,Y
386,C,Male,Y
387,E,Male,Y
388,A,Female,Y
389,D,Female,N
390,C,Female,N
391,C,Female,N
392,D,Male,N
393,F,Female,N
394,E,Female,N
395,C,Female,N
396,C,Female,N
397,F,Male,N
398,A,Male,Y
399,E,Male,Y
400,F,Female,N
401,C,Male,Y
402,A,Male,Y
403,B,Male,N
404,E,Male,N
405,D,Male,N
406,A,Male,Y
407,B,Male,Y
408,A,Male,Y
409,E,Female,N
410,A,Male,Y
411,B,Male,Y
412,A,Male,Y
413,D,Male,Y
414,C,Female,N
415,D,Male,N
416,A,Male,Y
417,D,Male,N
418,A,Male,Y
419,A,Male,N
420,B,Male,Y
421,A,Female,Y
422,F,Male,N
423,C,Female,N
424,C,Female,N
425,D,Male,Y
426,A,Male,N
427,C,Female,Y
428,E,Female,N
429,D,Male,Y
430,D,Female,N
431,E,Male,N
432,F,Female,N
433,E,Female,N
434,B,Male,N
435,C,Female,Y
436,B,Male,Y
437,C,Male,Y
438,D,Male,N
439,C,Male,Y
440,C,Female,N
441,C,Female,N
442,F,Female,N
443,D,Female,N
444,A,Male,N
445,C,Female,Y
446,C,Male,Y
447,B,Male,N
448,A,Male,N
449,A,Male,Y
450,B,Male,N
451,B,Male,N
452,F,Female,N
453,E,Female,N
454,C,Female,Y
455,A,Male,Y
456,F,Male,N
457,D,Male,Y
458,B,Male,N
459,A,Male,N
460,D,Female,Y
461,F,Female,N
462,E,Female,N
463,F,Female,N
464,F,Female,N
465,C,Female,N
466,D,Female,N
467,C,Female,N
468,E,Female,N
469,C,Male,N
470,B,Male,Y
471,A,Male,Y
472,B,Male,Y
473,D,Male,N
474,A,Female,N
475,E,Female,N
476,B,Male,N
477,D,Female,N
478,B,Male,Y
479,E,Female,N
480,D,Male,N
481,F,Male,N
482,B,Male,Y
483,D,Female,N
484,B,Male,N
485,E,Male,Y
486,B,Male,N
487,F,Male,N
488,E,Female,Y
489,F,Female,N
490,C,Male,N
491,A,Female,Y
492,F,Female,N
493,A,Male,N
494,B,Male,Y
495,D,Female,N
496,C,Female,N
497,E,Male,N
498,C,Female,N
499,A,Male,Y
500,F,Female,N
501,D,Female,N
502,C,Female,N
503,B,Male,Y
504,B,Female,Y
505,A,Male,Y
506,A,Male,N
507,C,Male,N
508,F,Female,N
509,E,Female,N
510,E,Male,N
511,F,Male,Y
512,F,Female,N
513,B,Male,Y
514,D,Female,N
515,F,Female,N
516,A,Male,N
517,A,Male,N
518,E,Female,Y
519,C,Male,Y
520,E,Female,N
521,C,Female,N
522,C,Female,N
523,F,Female,N
524,C,Female,N
525,B,Male,N
526,D,Female,N
527,A,Male,N
528,B,Male,Y
529,B,Male,N
530,C,Male,Y
531,F,Male,N
532,F,Female,N
533,B,Male,Y
534,D,Male,N
535,F,Female,N
536,B,Male,N
537,C,Male,N
538,D,Female,N
539,F,Male,Y
540,E,Female,Y
541,D,Female,Y
542,F,Female,N
543,B,Male,N
544,F,Male,N
545,A,Female,Y
546,D,Female,N
547,C,Female,N
548,D,Male,N
549,C,Female,Y
550,F,Male,N
551,C,Male,Y
552,E,Male,N
553,C,Female,N
554,B,Male,Y
555,D,Female,Y
556,E,Female,Y
557,E,Female,N
558,C,Female,Y
559,C,Male,Y
560,C,Female,N
561,E,Male,N
562,C,Male,Y
563,A,Male,N
564,C,Male,Y
565,A,Male,Y
566,C,Female,N
567,C,Male,N
568,C,Female,Y
569,B,Male,N
570,C,Male,N
571,C,Female,N
572,F,Male,N
573,A,Male,N
574,A,Male,Y
575,C,Female,N
576,F,Male,N
577,E,Female,N
578,D,Female,N
579,B,Male,Y
580,A,Male,N
581,B,Male,Y
582,C,Male,N
583,B,Male,N
584,F,Male,N
585,D,Female,N
586,A,Male,Y
587,E,Female,N
588,E,Male,N
589,A,Male,N
590,A,Male,N
591,D,Male,N
592,D,Male,N
593,A,Male,Y
594,D,Female,Y
595,C,Female,N
596,C,Female,Y
597,E,Male,N
598,E,Female,N
599,A,Female,Y
600,D,Male,N
601,D,Female,N
602,F,Female,N
603,C,Female,Y
604,E,Female,N
605,C,Female,N
606,D,Female,Y
607,A,Male,N
608,E,Female,Y
609,F,Male,N
610,B,Male,Y
611,F,Female,N
612,A,Male,Y
613,A,Male,N
614,A,Male,Y
615,D,Female,Y
616,C,Female,N
617,F,Male,N
618,A,Male,Y
619,C,Male,Y
620,E,Male,Y
621,A,Male,Y
622,A,Male,Y
623,D,Male,N
624,C,Male,N
625,D,Male,N
626,C,Female,N
627,B,Male,N
628,F,Female,Y
629,E,Female,Y
630,B,Male,Y
631,A,Male,Y
632,C,Female,N
633,B,Male,Y
634,A,Male,Y
635,A,Male,N
636,F,Male,N
637,D,Male,N
638,B,Male,Y
639,E,Female,N
640,A,Male,N
641,C,Female,N
642,E,Female,Y
643,E,Female,N
644,D,Female,N
645,B,Male,N
646,D,Male,N
647,F,Female,N
648,A,Male,N
649,C,Female,N
650,C,Female,Y
651,A,Male,N
652,F,Female,N
653,F,Male,N
654,C,Female,N
655,C,Male,Y
656,B,Male,N
657,B,Male,Y
658,B,Male,N
659,C,Female,N
660,E,Male,N
661,A,Male,Y
662,C,Female,Y
663,B,Female,Y
664,C,Female,N
665,E,Female,N
666,D,Female,N
667,A,Male,Y
668,F,Female,N
669,D,Male,N
670,B,Male,Y
671,F,Male,N
672,F,Male,N
673,D,Female,N
674,F,Male,N
675,A,Female,Y
676,A,Male,Y
677,F,Male,N
678,A,Female,Y
679,D,Female,N
680,E,Female,N
681,A,Male,N
682,C,Female,Y
683,E,Female,Y
684,C,Male,N
685,C,Male,Y
686,B,Male,N
687,F,Female,N
688,F,Female,N
689,F,Female,N
690,E,Female,N
691,A,Male,N
692,B,Male,Y
693,A,Male,Y
694,D,Female,Y
695,D,Male,N
696,C,Male,N
697,C,Female,N
698,E,Female,N
699,E,Male,N
700,E,Female,Y
701,A,Female,Y
702,F,Male,N
703,D,Male,N
704,D,Male,N
705,C,Male,Y
706,F,Female,N
707,A,Male,Y
708,D,Male,Y
709,E,Female,N
710,F,Female,N
711,C,Female,N
712,F,Female,N
713,D,Male,N
714,F,Male,N
715,D,Female,N
716,A,Male,N
717,C,Female,N
718,A,Male,Y
719,D,Male,Y
720,D,Male,N
721,C,Female,N
722,C,Female,N
723,B,Male,N
724,D,Male,Y
725,D,Male,Y
726,A,Male,Y
727,C,Female,Y
728,B,Male,N
729,D,Female,N
730,F,Female,N
731,A,Male,Y
732,C,Female,N
733,A,Male,Y
734,E,Male,N
735,F,Female,N
736,C,Female,N
737,A,Female,Y
738,E,Female,Y
739,B,Male,N
740,F,Male,N
741,C,Male,N
742,A,Male,N
743,D,Female,Y
744,C,Female,N
745,C,Female,N
746,A,Male,Y
747,C,Male,N
748,C,Female,N
749,F,Male,Y
750,D,Female,N
751,C,Female,Y
752,B,Male,Y
753,E,Female,N
754,C,Female,N
755,D,Male,Y
756,F,Female,N
757,E,Male,N
758,D,Male,Y
759,F,Female,N
760,A,Male,Y
761,D,Male,N
762,A,Male,Y
763,D,Female,N
764,C,Female,Y
765,E,Female,Y
766,D,Female,N
767,E,Male,Y
768,D,Male,Y
769,A,Male,Y
770,B,Male,N
771,C,Female,N
772,D,Female,N
773,A,Male,Y
774,F,Male,N
775,C,Female,Y
776,C,Female,N
777,F,Female,N
778,A,Male,N
779,C,Male,N
780,F,Male,N
781,A,Female,Y
782,A,Male,Y
783,A,Male,Y
784,D,Female,N
785,F,Male,N
786,D,Male,Y
787,C,Female,N
788,B,Male,Y
789,F,Female,N
790,B,Male,Y
791,F,Female,N
792,A,Male,Y
793,D,Female,N
794,B,Male,Y
795,A,Male,Y
796,E,Female,N
797,F,Female,N
798,B,Male,N
799,A,Male,N
800,B,Male,Y
801,C,Female,N
802,D,Male,N
803,E,Female,N
804,A,Male,Y
805,C,Male,N
806,E,Female,N
807,C,Male,N
808,C,Female,Y
809,E,Female,N
810,F,Male,N
811,C,Male,Y
812,B,Male,Y
813,F,Male,N
814,E,Male,Y
815,F,Male,N
816,A,Male,Y
817,B,Male,N
818,F,Male,N
819,C,Female,N
820,E,Female,Y
821,E,Male,N
822,B,Male,Y
823,B,Male,Y
824,B,Male,N
825,A,Male,N
826,C,Male,N
827,C,Female,Y
828,E,Female,N
829,C,Female,Y
830,C,Male,N
831,A,Female,Y
832,C,Male,Y
833,C,Male,Y
834,B,Male,Y
835,A,Male,Y
836,F,Female,N
837,A,Male,Y
838,A,Male,Y
839,F,Female,N
840,C,Male,N
841,D,Female,N
842,A,Male,N
843,D,Male,N
844,F,Female,N
845,E,Female,N
846,D,Female,Y
847,D,Male,N
848,A,Male,N
849,F,Female,N
850,C,Male,Y
851,E,Female,Y
852,B,Male,N
853,C,Female,Y
854,A,Male,Y
855,A,Male,Y
856,B,Male,N
857,B,Male,Y
858,D,Male,N
859,E,Female,N
860,F,Female,N
861,C,Female,Y
862,F,Female,N
863,C,Female,N
864,B,Male,Y
865,B,Male,N
866,E,Female,N
867,A,Male,Y
868,A,Male,Y
869,C,Male,N
870,A,Male,Y
871,D,Male,N
872,D,Male,Y
873,C,Female,N
874,D,Female,Y
875,E,Female,N
876,C,Female,Y
877,F,Male,N
878,A,Female,Y
879,B,Male,Y
880,E,Female,N
881,E,Male,Y
882,D,Male,N
883,E,Female,N
884,C,Female,Y
885,F,Female,N
886,F,Female,N
887,C,Female,Y
888,C,Female,N
889,C,Male,Y
890,D,Male,N
891,E,Male,N
892,D,Female,N
893,C,Female,N
894,A,Male,Y
895,B,Male,N
896,A,Male,N
897,A,Male,N
898,C,Male,Y
899,D,Female,N
900,A,Male,Y
901,D,Female,N
902,C,Female,N
903,A,Male,N
904,C,Male,N
905,E,Female,N
906,C,Female,N
907,C,Female,N
908,D,Male,N
909,B,Male,N
910,D,Female,N
911,D,Male,N
912,B,Male,N
913,D,Male,N
914,A,Male,Y
915,C,Female,N
916,C,Male,Y
917,F,Male,N
918,F,Female,N
919,F,Male,N
920,A,Male,Y
921,B,Male,N
922,E,Female,N
923,F,Female,N
924,C,Female,N
925,A,Male,Y
926,C,Female,N
927,C,Female,Y
928,A,Male,Y
929,B,Male,Y
930,C,Male,N
931,A,Male,Y
932,C,Female,Y
933,C,Female,Y
934,B,Male,N
935,B,Male,N
936,E,Female,Y
937,A,Male,Y
938,B,Male,N
939,E,Female,N
940,C,Female,N
941,F,Male,N
942,B,Male,N
943,E,Female,N
944,A,Male,Y
945,E,Male,N
946,A,Male,Y
947,B,Male,Y
948,A,Male,Y
949,A,Male,Y
950,C,Male,Y
951,F,Male,N
952,C,Female,Y
953,A,Male,N
954,D,Male,N
955,D,Male,Y
956,C,Male,Y
957,E,Male,N
958,D,Female,N
959,F,Female,N
960,C,Male,N
961,F,Male,N
962,D,Male,Y
963,D,Female,Y
964,A,Male,Y
965,A,Female,Y
966,B,Male,N
967,D,Male,N
968,A,Male,Y
969,C,Female,N
970,D,Female,Y
971,D,Female,N
972,F,Female,N
973,E,Male,N
974,B,Female,N
975,F,Male,N
976,F,Male,N
977,A,Male,Y
978,C,Male,N
979,A,Male,N
980,E,Female,Y
981,A,Male,N
982,C,Male,Y
983,D,Male,N
984,A,Male,Y
985,E,Male,N
986,E,Female,N
987,C,Female,N
988,E,Male,N
989,A,Male,Y
990,B,Male,N
991,F,Female,N
992,A,Male,Y
993,E,Female,N
994,C,Female,N
995,A,Female,Y
996,A,Male,N
997,E,Female,N
998,E,Male,Y
999,F,Male,N
1000,A,Male,Y
1001,A,Male,N
1002,A,Male,Y
1003,D,Male,N
1004,C,Male,N
1005,F,Male,N
1006,C,Male,Y
1007,E,Female,N
1008,F,Male,N
1009,B,Male,Y
1010,C,Male,Y
1011,A,Male,Y
1012,F,Male,N
1013,F,Male,N
1014,E,Female,N
1015,C,Male,Y
1016,D,Female,N
1017,C,Female,Y
1018,D,Female,N
1019,D,Male,Y
1020,F,Male,N
1021,A,Male,Y
1022,C,Male,N
1023,D,Female,Y
1024,F,Female,N
1025,D,Female,Y
1026,C,Female,Y
1027,A,Male,Y
1028,E,Male,N
1029,F,Female,N
1030,E,Male,N
1031,D,Female,N
1032,F,Female,Y
1033,A,Male,N
1034,A,Male,Y
1035,D,Female,N
1036,B,Male,Y
1037,C,Male,Y
1038,D,Male,N
1039,E,Male,Y
1040,F,Female,N
1041,C,Female,Y
1042,D,Female,N
1043,E,Female,N
1044,C,Female,N
1045,C,Female,N
1046,C,Female,N
1047,E,Male,N
1048,E,Male,Y
1049,F,Female,N
1050,A,Female,Y
1051,D,Female,N
1052,E,Female,N
1053,D,Female,Y
1054,F,Female,N
1055,A,Male,N
1056,B,Male,Y
1057,C,Female,N
1058,F,Female,N
1059,B,Female,Y
1060,F,Female,N
1061,E,Female,Y
1062,E,Female,Y
1063,C,Female,Y
1064,D,Male,N
1065,E,Female,N
1066,C,Female,Y
1067,D,Male,Y
1068,B,Male,Y
1069,E,Female,N
1070,B,Female,Y
1071,C,Male,N
1072,D,Male,N
1073,B,Male,N
1074,D,Female,N
1075,D,Male,N
1076,B,Male,N
1077,E,Female,N
1078,A,Male,Y
1079,D,Female,N
1080,C,Male,Y
1081,C,Male,N
1082,A,Female,N
1083,A,Male,Y
1084,C,Female,N
1085,F,Male,N
1086,F,Male,N
1087,A,Male,Y
1088,C,Female,N
1089,A,Male,Y
1090,E,Female,N
1091,D,Male,N
1092,C,Male,Y
1093,E,Female,N
1094,A,Male,N
1095,D,Male,N
1096,E,Female,Y
1097,A,Female,Y
1098,C,Female,N
1099,B,Male,N
1100,B,Male,Y
1101,D,Female,Y
1102,C,Female,Y
1103,C,Female,Y
1104,A,Male,Y
1105,A,Male,N
1106,A,Male,N
1107,D,Female,N
1108,A,Male,N
1109,A,Male,Y
1110,E,Female,N
1111,F,Female,N
1112,A,Male,Y
1113,D,Male,N
1114,A,Male,Y
1115,C,Female,N
1116,E,Female,N
1117,F,Female,N
1118,A,Male,Y
1119,B,Male,Y
1120,A,Male,Y
1121,C,Male,N
1122,F,Female,N
1123,A,Male,Y
1124,A,Male,Y
1125,F,Female,N
1126,A,Male,Y
1127,B,Male,N
1128,F,Female,N
1129,D,Female,N
1130,D,Female,N
1131,B,Male,N
1132,D,Male,Y
1133,C,Female,N
1134,E,Male,N
1135,B,Male,N
1136,B,Male,Y
1137,F,Female,N
1138,E,Female,N
1139,B,Male,N
1140,A,Male,Y
1141,D,Female,Y
1142,D,Male,Y
1143,B,Male,N
1144,D,Male,Y
1145,F,Male,N
1146,D,Male,Y
1147,A,Male,N
1148,E,Female,N
1149,F,Male,N
1150,A,Male,N
1151,A,Male,N
1152,E,Male,Y
1153,C,Male,Y
1154,C,Female,N
1155,C,Female,N
1156,B,Male,Y
1157,C,Male,N
1158,C,Female,N
1159,A,Male,Y
1160,C,Female,N
1161,B,Female,Y
1162,F,Male,N
1163,A,Female,Y
1164,A,Male,Y
1165,F,Female,N
1166,F,Male,N
1167,E,Female,N
1168,B,Male,Y
1169,A,Male,Y
1170,C,Male,N
1171,F,Female,N
1172,F,Male,N
1173,D,Male,N
1174,F,Female,N
1175,D,Female,N
1176,C,Male,N
1177,B,Male,N
1178,C,Male,Y
1179,E,Female,N
1180,C,Male,Y
1181,E,Female,N
1182,C,Female,N
1183,F,Male,N
1184,A,Male,Y
1185,A,Female,Y
1186,A,Male,Y
1187,F,Female,N
1188,D,Female,N
1189,C,Female,N
1190,D,Female,Y
1191,E,Female,N
1192,D,Female,Y
1193,C,Female,Y
1194,A,Male,Y
1195,C,Female,N
1196,B,Male,N
1197,C,Female,Y
1198,E,Male,Y
1199,C,Female,N
1200,F,Male,N
1201,C,Female,N
1202,D,Female,Y
1203,F,Female,N
1204,C,Female,N
1205,F,Female,N
1206,F,Female,N
1207,C,Female,Y
1208,C,Female,N
1209,A,Male,N
1210,D,Female,Y
1211,A,Female,Y
1212,F,Male,N
1213,A,Male,N
1214,E,Female,Y
1215,F,Male,N
1216,B,Male,Y
1217,F,Male,N
1218,A,Male,Y
1219,A,Male,N
1220,A,Male,Y
1221,F,Female,N
1222,A,Male,Y
1223,C,Female,N
1224,D,Female,N
1225,B,Male,Y
1226,A,Male,N
1227,B,Male,N
1228,B,Male,Y
1229,E,Female,N
1230,A,Male,Y
1231,C,Male,Y
1232,B,Male,Y
1233,F,Female,N
1234,C,Female,N
1235,F,Male,N
1236,D,Female,N
1237,F,Female,N
1238,C,Male,N
1239,A,Female,Y
1240,D,Female,N
1241,A,Male,N
1242,D,Male,N
1243,D,Female,N
1244,C,Male,N
1245,E,Female,N
1246,C,Female,N
1247,C,Female,Y
1248,A,Male,N
1249,D,Female,Y
1250,D,Female,Y
1251,E,Male,N
1252,D,Female,N
1253,D,Female,N
1254,D,Male,N
1255,A,Male,Y
1256,D,Female,Y
1257,B,Male,Y
1258,F,Female,N
1259,C,Female,N
1260,D,Male,Y
1261,E,Male,N
1262,A,Male,Y
1263,B,Male,Y
1264,A,Male,N
1265,F,Female,N
1266,A,Male,N
1267,E,Male,Y
1268,C,Female,N
1269,C,Male,N
1270,F,Female,N
1271,F,Male,N
1272,D,Female,N
1273,D,Male,N
1274,D,Female,N
1275,B,Male,Y
1276,E,Male,Y
1277,A,Male,Y
1278,C,Female,N
1279,D,Female,N
1280,E,Female,N
1281,D,Female,N
1282,D,Male,N
1283,D,Male,N
1284,E,Female,N
1285,A,Male,N
1286,C,Female,N
1287,C,Female,Y
1288,B,Male,N
1289,D,Male,Y
1290,D,Female,N
1291,A,Male,N
1292,F,Female,N
1293,C,Female,N
1294,E,Female,N
1295,B,Male,Y
1296,B,Male,Y
1297,C,Female,N
1298,D,Female,N
1299,F,Female,N
1300,D,Male,N
1301,E,Male,N
1302,C,Female,N
1303,C,Female,N
1304,A,Male,Y
1305,F,Female,N
1306,F,Male,N
1307,D,Male,N
1308,B,Male,N
1309,D,Female,N
1310,F,Female,N
1311,F,Male,N
1312,E,Female,N
1313,E,Male,N
1314,A,Male,N
1315,D,Male,N
1316,C,Female,N
1317,F,Male,N
1318,A,Male,Y
1319,D,Male,N
1320,C,Female,Y
1321,C,Male,N
1322,C,Male,N
1323,F,Female,N
1324,A,Female,N
1325,A,Male,N
1326,F,Male,Y
1327,D,Male,N
1328,D,Female,N
1329,E,Female,N
1330,E,Male,N
1331,C,Male,N
1332,E,Female,Y
1333,A,Male,Y
1334,C,Male,Y
1335,D,Female,N
1336,B,Male,Y
1337,E,Female,N
1338,C,Female,N
1339,A,Male,N
1340,A,Female,Y
1341,D,Male,N
1342,B,Male,N
1343,A,Male,N
1344,A,Female,Y
1345,C,Male,N
1346,B,Male,N
1347,B,Male,N
1348,E,Male,N
1349,C,Female,N
1350,E,Female,N
1351,F,Male,N
1352,C,Male,N
1353,D,Female,N
1354,C,Female,Y
1355,A,Male,Y
1356,C,Female,N
1357,A,Male,Y
1358,A,Male,Y
1359,D,Female,N
1360,B,Male,Y
1361,D,Male,N
1362,A,Male,N
1363,A,Male,Y
1364,C,Male,Y
1365,C,Male,Y
1366,D,Female,N
1367,B,Male,N
1368,A,Male,Y
1369,C,Male,Y
1370,A,Male,Y
1371,E,Male,N
1372,F,Female,Y
1373,B,Male,N
1374,E,Male,Y
1375,D,Female,N
1376,F,Male,N
1377,A,Male,Y
1378,C,Male,Y
1379,A,Male,Y
1380,D,Male,N
1381,D,Female,Y
1382,B,Male,Y
1383,C,Male,N
1384,B,Male,Y
1385,C,Female,N
1386,A,Male,Y
1387,A,Male,N
1388,F,Female,N
1389,A,Male,Y
1390,A,Male,N
1391,D,Female,N
1392,D,Male,Y
1393,E,Female,N
1394,C,Male,Y
1395,A,Male,Y
1396,F,Male,N
1397,D,Female,Y
1398,D,Female,N
1399,D,Male,Y
1400,C,Male,N
1401,B,Male,Y
1402,C,Female,Y
1403,A,Male,Y
1404,C,Female,N
1405,F,Female,N
1406,A,Male,N
1407,D,Male,N
1408,F,Male,N
1409,C,Female,N
1410,E,Female,N
1411,E,Female,N
1412,A,Male,N
1413,D,Male,Y
1414,E,Female,Y
1415,B,Male,Y
1416,E,Female,N
1417,C,Female,Y
1418,A,Male,N
1419,F,Female,N
1420,A,Male,Y
1421,E,Female,N
1422,C,Female,Y
1423,E,Female,N
1424,D,Male,Y
1425,F,Female,N
1426,B,Male,Y
1427,C,Male,Y
1428,D,Female,N
1429,F,Female,Y
1430,D,Female,Y
1431,E,Male,N
1432,C,Female,N
1433,A,Male,N
1434,D,Male,N
1435,C,Female,N
1436,A,Male,Y
1437,A,Male,N
1438,C,Female,Y
1439,D,Male,Y
1440,B,Male,Y
