Applicant ID,Division,Gender,Hired
134,D,Female,N
135,C,Male,Y
136,A,Male,Y
137,C,Female,Y
138,E,Male,N
139,D,Male,Y
140,A,Male,Y
141,D,Male,Y
142,C,Female,N
143,D,Female,N
144,F,Male,N
145,B,Male,N
146,E,Female,N
147,A,Male,Y
148,D,Male,N
149,B,Male,N
150,C,Female,Y
151,D,Female,N
152,D,Male,N
153,C,Male,N
154,C,Female,N
155,E,Male,N
156,D,Male,N
157,F,Female,N
158,D,Male,Y
159,B,Male,N
160,C,Female,N
161,E,Female,N
162,C,Male,N
163,F,Female,N
164,F,Male,N
165,E,Female,N
166,A,Male,Y
167,E,Female,Y
168,F,Male,N
169,C,Male,N
170,E,Female,N
171,B,Male,Y
172,E,Female,N
173,B,Male,Y
174,F,Female,N
175,A,Male,Y
176,D,Female,N
177,F,Female,N
178,C,Male,N
179,F,Male,N
180,E,Male,N
181,B,Male,Y
182,D,Male,Y
183,D,Male,N
184,A,Male,Y
185,D,Male,Y
186,F,Male,N
187,A,Male,N
188,E,Female,N
189,D,Male,N
190,F,Female,N
191,D,Female,N
192,E,Male,N
193,D,Female,N
194,C,Female,Y
195,F,Male,N
196,C,Female,N
197,D,Male,N
198,B,Female,N
199,D,Male,N
200,F,Male,N
201,F,Male,N
202,C,Female,N
203,F,Male,Y
204,E,Female,N
205,E,Female,N
206,A,Female,Y
207,D,Male,N
208,A,Female,Y
209,C,Female,N
210,B,Male,Y
211,E,Female,Y
212,C,Female,N
213,A,Female,Y
214,F,Male,N
215,A,Male,N
216,B,Male,Y
217,F,Male,N
218,D,Male,N
219,A,Male,Y
220,D,Female,Y
221,C,Female,N
222,D,Male,N
223,C,Female,N
224,C,Female,N
225,A,Female,Y
226,C,Female,N
227,A,Male,Y
228,A,Male,Y
229,F,Female,N
230,E,Female,N
231,A,Male,N
232,A,Female,Y
233,C,Female,N
234,D,Female,N
235,F,Female,N
236,F,Female,N
237,E,Male,N
238,F,Female,N
239,B,Male,N
240,A,Male,N
241,D,Female,Y
242,F,Female,N
243,A,Male,Y
244,B,Male,Y
245,F,Male,N
246,C,Male,N
247,F,Female,N
248,F,Female,N
249,A,Male,Y
250,E,Female,Y
251,F,Male,N
252,B,Male,N
253,A,Male,Y
254,C,Male,N
255,A,Male,Y
256,A,Male,Y
257,B,Female,Y
258,F,Female,N
259,C,Female,N
260,F,Male,N
261,F,Female,N
262,E,Male,N
263,E,Female,N
264,C,Female,N
265,B,Male,N
266,A,Female,Y
267,E,Female,N
268,D,Male,N
269,E,Female,N
270,E,Female,N
271,A,Male,Y
272,C,Male,Y
273,A,Male,N
274,C,Male,Y
275,A,Male,N
276,F,Male,N
277,C,Female,N
278,C,Female,N
279,B,Male,Y
280,F,Male,N
281,A,Male,N
282,F,Male,N
283,B,Male,Y
284,F,Female,N
285,B,Male,Y
286,C,Female,Y
287,C,Female,N
288,C,Female,Y
289,F,Female,N
290,A,Male,Y
291,A,Male,Y
292,D,Female,N
293,E,Female,Y
294,A,Male,Y
295,E,Female,Y
296,A,Male,N
297,D,Female,N
298,A,Male,Y
299,A,Male,N
300,E,Male,N
301,C,Female,N
302,A,Male,Y
303,C,Male,N
304,E,Female,Y
305,A,Male,Y
306,A,Male,N
307,E,Female,Y
308,E,Female,N
309,C,Female,N
310,C,Female,N
311,D,Male,N
312,E,Male,Y
313,C,Male,N
314,A,Female,N
315,B,Male,N
316,C,Female,N
317,F,Male,N
318,D,Female,Y
319,A,Female,Y
320,E,Male,Y
321,D,Female,Y
322,D,Female,N
323,F,Female,N
324,F,Female,N
325,A,Male,Y
326,A,Female,Y
327,B,Male,Y
328,C,Female,N
329,D,Female,Y
330,F,Male,N
331,E,Male,N
332,B,Male,Y
333,A,Male,Y
334,A,Male,N
335,A,Male,Y
336,E,Female,N
337,A,Male,N
338,C,Female,Y
339,D,Male,Y
340,F,Male,N
341,D,Male,N
342,E,Male,N
343,A,Female,Y
344,F,Female,N
345,C,Male,N
346,A,Male,Y
347,A,Male,N
348,D,Female,Y
349,C,Female,N
350,F,Female,Y
351,C,Female,N
352,C,Female,N
353,C,Female,N
354,C,Female,Y
355,A,Male,Y
356,E,Female,Y
357,F,Male,N
358,A,Male,Y
359,E,Male,N
360,A,Male,N
361,B,Male,Y
362,C,Male,N
363,A,Male,N
364,E,Female,N
365,C,Female,N
366,E,Male,N
367,F,Female,N
368,F,Female,N
369,E,Female,N
370,A,Female,Y
371,A,Female,Y
372,F,Female,N
373,B,Male,Y
374,C,Female,N
375,D,Male,Y
376,A,Male,Y
377,B,Male,Y
378,A,Male,N
379,D,Male,N
380,A,Male,Y
381,A,Male,N
382,E,Male,N
383,E,Female,N
384,A,Male,N
385,E,Female,N
386,C,Female,N
387,D,Male,N
388,A,Male,N
389,D,Male,Y
390,B,Male,Y
391,C,Female,N
392,C,Female,N
393,C,Female,N
394,C,Female,N
395,D,Male,Y
396,D,Male,N
397,C,Female,N
398,A,Male,Y
399,C,Male,N
400,F,Male,N
401,F,Male,Y
402,F,Female,N
403,A,Male,Y
404,B,Female,Y
405,D,Male,N
406,A,Male,Y
407,C,Male,Y
408,D,Male,N
409,F,Male,N
410,A,Male,N
411,C,Female,N
412,E,Female,Y
413,E,Female,N
414,E,Male,N
415,F,Female,N
416,F,Male,N
417,D,Male,N
418,D,Male,Y
419,B,Male,Y
420,B,Male,Y
421,C,Male,N
422,C,Female,N
423,E,Female,N
424,D,Female,N
425,F,Male,N
426,C,Female,Y
427,E,Female,N
428,F,Female,N
429,C,Male,N
430,F,Female,N
431,A,Female,Y
432,C,Female,N
433,D,Female,N
434,A,Male,Y
435,B,Male,N
436,D,Male,N
437,B,Male,Y
438,C,Female,N
439,C,Male,Y
440,A,Male,Y
441,A,Male,Y
442,C,Male,N
443,D,Female,Y
444,E,Male,N
445,B,Male,N
446,A,Male,N
447,E,Female,N
448,A,Male,Y
449,F,Female,N
450,C,Female,N
451,D,Female,N
452,A,Male,N
453,B,Male,N
454,F,Female,N
455,E,Female,N
456,C,Female,Y
457,E,Female,Y
458,A,Male,Y
459,B,Female,Y
460,A,Male,N
461,C,Female,N
462,B,Male,N
463,C,Male,N
464,C,Female,Y
465,A,Male,N
466,F,Male,N
467,F,Male,N
468,D,Male,N
469,F,Male,N
470,B,Male,N
471,C,Male,Y
472,F,Female,N
473,E,Male,N
474,C,Female,N
475,F,Female,N
476,D,Female,N
477,E,Female,N
478,A,Male,Y
479,D,Female,Y
480,C,Male,N
481,C,Female,N
482,E,Female,N
483,B,Male,Y
484,E,Female,Y
485,F,Male,Y
486,A,Male,N
487,A,Male,Y
488,C,Female,N
489,E,Female,N
490,D,Male,N
491,F,Female,N
492,A,Male,Y
493,A,Male,N
494,C,Female,Y
495,B,Male,Y
496,A,Male,Y
497,F,Male,N
498,C,Female,N
499,F,Female,N
500,D,Female,N
501,D,Female,Y
502,F,Male,N
503,A,Male,Y
504,C,Male,N
505,C,Male,N
506,F,Male,N
507,D,Female,N
508,A,Male,N
509,F,Female,N
510,E,Female,N
511,B,Male,Y
512,D,Female,N
513,C,Female,N
514,C,Male,N
515,E,Male,N
516,C,Female,Y
517,F,Female,N
518,D,Male,N
519,C,Female,Y
520,C,Female,Y
521,A,Male,Y
522,D,Male,N
523,A,Male,N
524,E,Male,N
525,F,Male,N
526,B,Male,N
527,A,Male,Y
528,F,Female,N
529,A,Male,Y
530,F,Male,N
531,B,Male,N
532,D,Male,N
533,D,Female,Y
534,A,Male,N
535,A,Male,Y
536,D,Female,N
537,E,Female,N
538,D,Male,N
539,C,Female,N
540,D,Male,Y
541,A,Male,Y
542,C,Female,N
543,C,Female,N
544,F,Male,N
545,D,Male,N
546,B,Male,N
547,D,Male,N
548,C,Female,N
549,A,Male,Y
550,C,Female,Y
551,E,Male,N
552,E,Female,N
553,A,Male,N
554,A,Male,Y
555,A,Male,N
556,F,Male,Y
557,B,Male,N
558,A,Male,Y
559,C,Female,N
560,B,Male,Y
561,E,Female,N
562,F,Male,N
563,A,Male,Y
564,A,Male,Y
565,A,Male,Y
566,D,Male,N
567,A,Male,N
568,C,Female,Y
569,A,Male,N
570,F,Male,N
571,A,Male,N
572,C,Male,N
573,A,Male,Y
574,E,Female,N
575,C,Female,N
576,B,Male,N
577,C,Female,N
578,B,Male,Y
579,F,Male,N
580,F,Male,N
581,F,Female,N
582,B,Male,N
583,A,Male,Y
584,E,Female,Y
585,D,Male,N
586,A,Male,Y
587,E,Male,Y
588,B,Male,Y
589,A,Male,N
590,C,Female,N
591,F,Male,N
592,E,Male,N
593,F,Female,N
594,D,Female,Y
595,E,Female,N
596,C,Male,N
597,B,Male,Y
598,F,Male,N
599,B,Male,N
600,D,Male,N
601,F,Female,N
602,E,Female,N
603,C,Male,N
604,E,Male,N
605,D,Male,N
606,E,Female,N
607,D,Male,N
608,A,Male,Y
609,B,Male,N
610,B,Male,N
611,D,Male,N
612,B,Male,Y
613,D,Male,Y
614,F,Male,N
615,F,Female,N
616,A,Male,N
617,C,Female,N
618,C,Female,Y
619,B,Male,Y
620,E,Female,Y
621,A,Female,Y
622,C,Female,Y
623,C,Male,Y
624,A,Male,N
625,F,Female,N
626,F,Male,N
627,E,Male,N
628,C,Female,Y
629,A,Male,Y
630,C,Female,Y
631,C,Female,N
632,C,Male,Y
633,E,Female,N
634,D,Male,N
635,F,Female,N
636,F,Male,N
637,F,Female,N
638,A,Male,Y
639,E,Male,Y
640,C,Male,N
641,F,Male,N
642,E,Female,N
643,D,Female,Y
644,A,Male,N
645,A,Male,Y
646,B,Male,N
647,A,Male,Y
648,E,Male,N
649,E,Male,N
650,F,Female,N
651,F,Female,N
652,F,Male,Y
653,D,Female,N
654,B,Male,Y
655,F,Male,N
656,F,Male,N
657,D,Female,Y
658,F,Male,N
659,C,Male,Y
660,E,Female,N
661,A,Male,Y
662,A,Male,Y
663,E,Female,N
664,C,Female,Y
665,B,Male,Y
666,C,Female,Y
667,B,Male,N
668,F,Male,N
669,F,Male,N
670,F,Female,N
671,C,Male,Y
672,E,Female,Y
673,C,Female,Y
674,C,Female,Y
675,A,Female,N
676,B,Male,N
677,C,Male,N
678,B,Male,N
679,F,Female,N
680,A,Male,Y
681,C,Female,N
682,B,Male,Y
683,D,Male,N
684,A,Male,N
685,C,Male,N
686,F,Male,N
687,C,Female,Y
688,C,Female,N
689,D,Male,Y
690,F,Female,N
691,B,Male,Y
692,A,Male,N
693,D,Male,N
694,F,Male,N
695,B,Male,Y
696,C,Female,N
697,F,Female,N
698,C,Male,Y
699,D,Male,N
700,A,Male,N
701,C,Female,N
702,C,Female,Y
703,A,Male,N
704,D,Male,N
705,C,Female,Y
706,A,Male,Y
707,D,Female,N
708,E,Female,Y
709,E,Female,N
710,E,Male,N
711,A,Male,Y
712,B,Male,N
713,D,Female,N
714,F,Female,Y
715,D,Male,Y
716,A,Male,Y
717,B,Male,N
718,F,Male,N
719,C,Female,N
720,E,Female,N
721,D,Female,N
722,C,Male,Y
723,D,Male,N
724,B,Male,Y
725,C,Female,Y
726,A,Male,N
727,C,Female,N
728,E,Male,N
729,C,Female,N
730,A,Male,Y
731,D,Female,Y
732,B,Male,Y
733,A,Male,Y
734,C,Male,Y
735,B,Male,Y
736,E,Male,N
737,B,Male,N
738,E,Female,Y
739,B,Male,N
740,A,Male,N
741,D,Male,N
742,B,Male,Y
743,D,Male,N
744,A,Female,Y
745,D,Male,Y
746,E,Female,Y
747,A,Male,Y
748,F,Female,N
749,C,Female,N
750,A,Male,Y
751,F,Male,N
752,A,Male,Y
753,C,Male,Y
754,A,Male,Y
755,C,Female,N
756,D,Female,N
757,A,Male,Y
758,B,Male,Y
759,B,Male,N
760,E,Male,N
761,F,Male,Y
762,B,Male,Y
763,C,Female,N
764,C,Female,N
765,C,Male,N
766,D,Male,N
767,B,Male,N
768,A,Male,Y
769,C,Female,N
770,D,Male,N
771,F,Female,N
772,C,Female,Y
773,E,Female,N
774,B,Male,Y
775,A,Male,Y
776,E,Female,N
777,A,Male,Y
778,D,Male,N
779,C,Male,N
780,E,Male,N
781,E,Female,Y
782,D,Male,N
783,C,Male,N
784,E,Female,N
785,A,Male,Y
786,A,Female,Y
787,B,Male,Y
788,C,Female,Y
789,D,Male,N
790,C,Female,Y
791,D,Male,N
792,C,Female,N
793,A,Male,Y
794,A,Male,Y
795,D,Male,Y
796,E,Female,N
797,A,Male,Y
798,E,Male,N
799,A,Male,Y
800,C,Male,Y
801,D,Male,N
802,F,Female,N
803,C,Male,N
804,F,Female,N
805,F,Male,N
806,C,Female,N
807,A,Male,N
808,A,Male,N
809,A,Male,N
810,F,Male,N
811,E,Female,N
812,B,Male,N
813,F,Female,N
814,E,Male,N
815,A,Male,N
816,A,Male,Y
817,E,Male,N
818,A,Male,Y
819,F,Female,N
820,E,Female,N
821,D,Female,Y
822,C,Male,N
823,E,Female,Y
824,F,Male,N
825,C,Male,N
826,F,Female,N
827,C,Male,Y
828,B,Male,N
829,F,Female,N
830,A,Male,Y
831,D,Female,Y
832,E,Female,N
833,A,Female,Y
834,D,Male,N
835,A,Male,N
836,A,Male,Y
837,C,Female,N
838,D,Male,N
839,C,Male,N
840,F,Female,N
841,F,Male,N
842,A,Male,Y
843,E,Female,N
844,A,Male,Y
845,C,Male,Y
846,E,Male,N
847,D,Male,Y
848,F,Male,N
849,A,Female,Y
850,D,Male,N
851,C,Female,N
852,D,Male,N
853,C,Male,N
854,F,Female,N
855,C,Male,N
856,E,Female,N
857,B,Male,Y
858,C,Female,N
859,B,Male,N
860,B,Male,N
861,A,Female,N
862,D,Female,Y
863,C,Male,N
864,F,Male,N
865,F,Female,N
866,B,Female,N
867,A,Male,N
868,A,Male,N
869,C,Male,N
870,D,Male,N
871,D,Female,N
872,E,Male,N
873,C,Male,N
874,E,Female,N
875,A,Male,N
876,C,Female,Y
877,A,Male,Y
878,C,Male,Y
879,D,Female,Y
880,D,Female,N
881,A,Male,N
882,E,Female,Y
883,A,Male,Y
884,F,Female,N
885,B,Female,Y
886,F,Female,N
887,D,Male,N
888,C,Female,N
889,D,Female,Y
890,A,Male,Y
891,C,Female,N
892,D,Female,N
893,E,Male,N
894,D,Female,N
895,F,Female,N
896,F,Female,N
897,B,Female,N
898,B,Male,N
899,A,Female,Y
900,E,Male,N
901,E,Female,Y
902,C,Male,Y
903,D,Female,N
904,E,Female,N
905,A,Male,Y
906,E,Female,N
907,E,Female,N
908,F,Male,N
909,B,Male,N
910,F,Male,N
911,B,Male,Y
912,E,Female,Y
913,A,Male,Y
914,C,Female,N
915,D,Male,N
916,C,Male,N
917,A,Male,Y
918,B,Male,Y
919,C,Female,N
920,F,Female,N
921,C,Female,N
922,A,Male,Y
923,F,Male,N
924,B,Male,N
925,F,Male,N
926,C,Male,N
927,A,Male,N
928,F,Male,N
929,C,Female,N
930,F,Male,N
931,F,Male,N
932,C,Female,Y
933,A,Male,N
934,D,Male,Y
935,A,Female,Y
936,D,Male,N
937,C,Male,N
938,C,Male,Y
939,E,Male,N
940,E,Male,N
941,A,Male,Y
942,F,Female,N
943,D,Male,N
944,A,Male,N
945,F,Male,N
946,A,Male,N
947,A,Male,N
948,A,Male,Y
949,B,Male,Y
950,D,Female,Y
951,C,Female,N
952,C,Male,N
953,D,Female,N
954,D,Male,N
955,D,Male,Y
956,B,Male,Y
957,D,Male,Y
958,C,Female,Y
959,C,Female,N
960,F,Male,N
961,E,Female,N
962,D,Male,Y
963,F,Male,N
964,D,Female,N
965,F,Female,N
966,E,Female,Y
967,A,Male,Y
968,F,Male,N
969,B,Male,Y
970,B,Male,N
971,E,Female,N
972,C,Female,N
973,F,Male,N
974,A,Male,Y
975,B,Male,Y
976,F,Male,N
977,A,Male,Y
978,F,Male,N
979,A,Male,Y
980,A,Male,Y
981,A,Male,N
982,E,Female,N
983,F,Female,N
984,C,Female,N
985,B,Male,Y
986,D,Female,N
987,D,Male,Y
988,D,Female,Y
989,A,Male,Y
990,A,Female,N
991,F,Female,N
992,D,Male,N
993,C,Male,N
994,C,Female,N
995,C,Female,Y
996,D,Female,N
997,B,Male,N
998,D,Male,Y
999,A,Female,N
1000,B,Male,N
1001,E,Male,N
1002,A,Male,Y
1003,F,Female,N
1004,C,Male,N
1005,E,Male,N
1006,A,Male,N
1007,F,Male,N
1008,A,Male,Y
1009,B,Male,N
1010,C,Male,Y
1011,F,Female,N
1012,F,Female,N
1013,D,Female,Y
1014,E,Male,N
1015,C,Female,N
1016,F,Female,N
1017,F,Female,N
1018,A,Male,Y
1019,C,Male,N
1020,A,Male,Y
1021,A,Male,N
1022,F,Female,N
1023,F,Male,N
1024,D,Male,N
1025,D,Male,N
1026,E,Female,Y
1027,C,Female,N
1028,C,Male,N
1029,B,Male,Y
1030,A,Female,Y
1031,F,Female,N
1032,B,Male,Y
1033,F,Female,N
1034,C,Male,N
1035,E,Male,N
1036,F,Male,N
1037,B,Male,N
1038,A,Female,N
1039,B,Male,Y
1040,E,Female,N
1041,A,Male,Y
1042,B,Male,Y
1043,E,Female,N
1044,A,Male,N
1045,C,Male,Y
1046,B,Male,Y
1047,A,Male,N
1048,E,Female,N
1049,A,Male,Y
1050,C,Female,N
1051,B,Male,Y
1052,A,Male,N
1053,D,Female,N
1054,A,Male,Y
1055,C,Female,N
1056,C,Female,Y
1057,A,Male,Y
1058,A,Male,N
1059,C,Female,N
1060,D,Female,N
1061,F,Female,N
1062,A,Male,Y
1063,A,Female,Y
1064,D,Female,N
1065,C,Female,N
1066,F,Female,N
1067,D,Male,N
1068,C,Male,Y
1069,C,Male,N
1070,A,Male,Y
1071,D,Female,N
1072,E,Female,N
1073,E,Female,N
1074,A,Male,Y
1075,A,Male,Y
1076,F,Male,N
1077,D,Male,N
1078,C,Female,N
1079,B,Male,Y
1080,A,Male,N
1081,C,Female,N
1082,D,Male,N
1083,A,Male,Y
1084,D,Female,Y
1085,B,Male,Y
1086,B,Male,Y
1087,F,Female,N
1088,A,Male,N
1089,F,Female,N
1090,F,Female,Y
1091,C,Male,N
1092,C,Female,N
1093,D,Female,N
1094,F,Female,N
1095,B,Male,N
1096,A,Male,N
1097,C,Female,N
1098,A,Male,Y
1099,C,Female,Y
1100,D,Male,N
1101,D,Male,N
1102,C,Female,N
1103,D,Female,N
1104,B,Male,N
1105,D,Male,Y
1106,D,Male,Y
1107,C,Male,N
1108,D,Male,N
1109,C,Female,Y
1110,D,Female,Y
1111,F,Male,N
1112,D,Female,Y
1113,E,Female,N
1114,E,Female,N
1115,C,Female,N
1116,A,Male,N
1117,E,Female,N
1118,D,Female,N
1119,B,Male,Y
1120,D,Female,N
1121,B,Male,N
1122,C,Male,Y
1123,F,Male,N
1124,D,Female,Y
1125,C,Female,N
1126,D,Female,Y
1127,F,Female,N
1128,C,Female,Y
1129,D,Male,Y
1130,C,Female,N
1131,F,Female,N
1132,F,Male,N
1133,C,Male,N
1134,E,Male,Y
1135,E,Female,N
1136,D,Female,N
1137,D,Male,Y
1138,D,Male,Y
1139,C,Female,N
1140,F,Female,N
1141,B,Male,Y
1142,C,Female,Y
1143,D,Female,N
1144,F,Male,N
1145,E,Male,N
1146,D,Female,N
1147,F,Male,Y
1148,D,Female,Y
1149,D,Female,Y
1150,B,Male,Y
1151,D,Male,Y
1152,F,Male,N
1153,E,Female,N
1154,D,Male,Y
1155,C,Female,N
1156,B,Male,Y
1157,A,Female,Y
1158,D,Male,Y
1159,D,Male,N
1160,F,Female,Y
1161,D,Male,N
1162,D,Male,N
1163,B,Male,N
1164,D,Male,N
1165,A,Male,Y
1166,E,Female,Y
1167,B,Male,Y
1168,E,Male,N
1169,C,Male,Y
1170,F,Male,N
1171,C,Female,Y
1172,C,Female,N
1173,C,Female,Y
1174,E,Female,N
1175,B,Male,Y
1176,B,Male,N
1177,F,Female,N
1178,A,Male,Y
1179,B,Male,Y
1180,F,Male,N
1181,B,Male,Y
1182,C,Female,N
1183,D,Female,Y
1184,D,Male,Y
1185,C,Female,N
1186,C,Female,Y
1187,A,Female,Y
1188,C,Female,N
1189,D,Female,N
1190,F,Male,N
1191,B,Male,N
1192,A,Male,N
1193,E,Female,Y
1194,E,Female,N
1195,C,Female,Y
1196,A,Female,Y
1197,C,Female,N
1198,A,Male,N
1199,E,Male,N
1200,B,Male,N
1201,B,Male,Y
1202,D,Female,N
1203,D,Male,Y
1204,E,Female,Y
1205,F,Female,N
1206,C,Female,Y
1207,C,Male,Y
1208,A,Female,Y
1209,D,Male,N
1210,E,Female,N
1211,E,Female,N
1212,F,Female,N
1213,E,Male,N
1214,B,Male,Y
1215,B,Male,Y
1216,D,Female,Y
1217,A,Male,N
1218,B,Male,Y
1219,A,Male,Y
1220,C,Female,N
1221,B,Male,N
1222,D,Female,Y
1223,A,Male,Y
1224,F,Male,Y
1225,E,Female,N
1226,F,Female,N
1227,C,Male,N
1228,C,Male,N
1229,B,Male,Y
1230,C,Female,N
1231,A,Male,N
1232,C,Female,N
1233,D,Male,Y
1234,C,Male,Y
1235,E,Male,Y
1236,C,Male,N
1237,F,Female,N
1238,F,Male,N
1239,E,Female,N
1240,A,Male,N
1241,F,Male,N
1242,C,Female,N
1243,E,Female,Y
1244,B,Male,Y
1245,D,Female,Y
1246,E,Female,N
1247,F,Male,N
1248,F,Female,N
1249,B,Male,N
1250,B,Male,Y
1251,F,Male,N
1252,D,Male,Y
1253,D,Male,N
1254,B,Male,Y
1255,E,Female,N
1256,A,Male,Y
1257,C,Male,N
1258,D,Male,N
1259,C,Female,N
1260,F,Male,N
1261,B,Male,Y
1262,C,Male,Y
1263,A,Male,Y
1264,D,Male,N
1265,E,Female,N
1266,D,Female,Y
1267,C,Female,Y
1268,E,Female,N
1269,C,Female,N
1270,C,Female,Y
1271,C,Female,Y
1272,C,Female,Y
1273,D,Male,N
1274,A,Male,Y
1275,C,Male,Y
1276,F,Male,N
1277,A,Male,Y
1278,E,Male,N
1279,B,Male,N
1280,A,Male,Y
1281,D,Male,N
1282,C,Female,N
1283,A,Male,Y
1284,D,Female,Y
1285,D,Male,N
1286,D,Female,N
1287,D,Female,N
1288,A,Male,Y
1289,A,Male,N
1290,F,Male,N
1291,D,Male,N
1292,D,Female,Y
1293,F,Female,N
1294,A,Male,N
1295,C,Female,Y
1296,A,Male,N
1297,D,Male,Y
1298,D,Male,Y
1299,C,Female,N
1300,F,Female,N
1301,C,Female,N
1302,C,Female,N
1303,D,Male,Y
1304,D,Male,Y
1305,D,Female,Y
1306,A,Male,Y
1307,D,Male,N
1308,D,Female,N
1309,E,Male,N
1310,A,Male,Y
1311,C,Male,Y
1312,E,Male,N
1313,C,Male,N
1314,F,Female,N
1315,A,Male,Y
1316,E,Male,N
1317,A,Male,Y
1318,C,Female,Y
1319,E,Male,N
1320,C,Female,Y
1321,F,Female,N
1322,C,Male,N
1323,E,Female,N
1324,F,Male,N
1325,C,Female,N
1326,A,Male,N
1327,D,Female,Y
1328,E,Male,N
1329,F,Female,N
1330,B,Male,Y
1331,B,Male,Y
1332,A,Male,N
1333,B,Male,N
1334,C,Female,Y
1335,A,Male,N
1336,D,Female,N
1337,B,Male,Y
1338,F,Male,N
1339,C,Female,N
1340,E,Male,N
1341,A,Male,Y
1342,F,Male,N
1343,A,Male,Y
1344,A,Male,N
1345,C,Female,N
1346,C,Male,N
1347,F,Female,N
1348,C,Female,N
1349,C,Female,N
1350,A,Male,Y
1351,B,Male,Y
1352,C,Female,N
1353,C,Female,N
1354,D,Female,N
1355,B,Male,Y
1356,C,Male,Y
1357,C,Female,N
1358,D,Female,Y
1359,A,Male,Y
1360,E,Male,N
1361,D,Male,N
1362,C,Female,N
1363,E,Male,N
1364,A,Male,Y
1365,D,Female,N
1366,B,Male,N
1367,B,Male,Y
1368,E,Female,Y
1369,F,Male,N
1370,F,Female,N
1371,D,Female,N
1372,A,Male,Y
1373,C,Male,N
1374,A,Male,N
1375,E,Male,N
1376,B,Male,Y
1377,A,Male,N
1378,A,Male,Y
1379,F,Female,N
1380,A,Male,Y
1381,F,Male,N
1382,E,Male,Y
1383,B,Male,Y
1384,A,Male,Y
1385,D,Male,Y
1386,F,Male,N
1387,F,Male,N
1388,B,Male,Y
1389,A,Male,Y
1390,E,Male,N
1391,C,Female,N
1392,D,Male,N
1393,E,Female,N
1394,F,Male,N
1395,D,Male,Y
1396,A,Female,Y
1397,D,Female,Y
1398,F,Female,N
1399,A,Male,Y
1400,D,Female,Y
1401,B,Male,N
1402,D,Male,Y
1403,D,Male,Y
1404,A,Male,N
1405,D,Female,N
1406,E,Female,N
1407,B,Male,Y
1408,A,Male,Y
1409,F,Male,N
1410,C,Male,N
1411,A,Male,Y
1412,C,Female,N
1413,A,Male,Y
1414,A,Male,N
1415,B,Male,Y
1416,A,Male,N
1417,B,Male,Y
1418,D,Female,N
1419,E,Female,N
1420,B,Male,Y
1421,C,Female,Y
1422,A,Male,Y
1423,D,Female,Y
1424,F,Male,N
1425,E,Female,N
1426,F,Female,N
1427,D,Female,N
1428,F,Female,N
1429,B,Male,Y
1430,D,Female,N
1431,E,Male,Y
1432,E,Female,Y
1433,C,Female,N
1434,D,Male,N
1435,F,Male,N
1436,F,Male,N
1437,C,Female,N
1438,A,Male,Y
1439,D,Male,N
1440,D,Male,N
1441,C,Male,Y
1442,C,Female,N
